# x_m, y_m, w_tr_right_m, w_tr_left_m
0.0, 0.0, 10.0, 10.0
0.5529343884296737, 0.12847715149120517, 10.0, 10.0
1.1058687768593358, 0.2569543029824047, 10.0, 10.0
1.6588031652889983, 0.3854314544736099, 10.0, 10.0
2.2117375537186716, 0.513908605964815, 10.0, 10.0
2.7646719421483343, 0.6423857574560202, 10.0, 10.0
3.3176063305780077, 0.7708629089472254, 10.0, 10.0
3.87054071900767, 0.8993400604384306, 10.0, 10.0
4.423475107437333, 1.02781721192963, 10.0, 10.0
4.976409495866995, 1.1562943634208354, 10.0, 10.0
5.529343884296669, 1.2847715149120404, 10.0, 10.0
6.082278272726342, 1.4132486664032458, 10.0, 10.0
6.635212661156004, 1.5417258178944508, 10.0, 10.0
7.188147049585666, 1.670202969385656, 10.0, 10.0
7.741081438015328, 1.7986801208768555, 10.0, 10.0
8.294015826445003, 1.9271572723680608, 10.0, 10.0
8.846950214874676, 2.055634423859266, 10.0, 10.0
9.399884603304338, 2.184111575350471, 10.0, 10.0
9.952818991734, 2.312588726841676, 10.0, 10.0
10.505753380163663, 2.4410658783328816, 10.0, 10.0
11.058687768593337, 2.569543029824081, 10.0, 10.0
11.611622157023, 2.698020181315286, 10.0, 10.0
12.164556545452673, 2.8264973328064915, 10.0, 10.0
12.717490933882335, 2.9549744842976966, 10.0, 10.0
13.270425322311997, 3.0834516357889017, 10.0, 10.0
13.82335971074166, 3.211928787280101, 10.0, 10.0
14.376294099171332, 3.3404059387713065, 10.0, 10.0
14.929228487601007, 3.4688830902625116, 10.0, 10.0
15.482162876030669, 3.5973602417537167, 10.0, 10.0
16.03509726446033, 3.725837393244922, 10.0, 10.0
16.588031652889992, 3.854314544736127, 10.0, 10.0
17.14096604131967, 3.9827916962273266, 10.0, 10.0
17.62835095671742, 4.273822211132739, 10.0, 10.0
18.003722601066137, 4.699661318052626, 10.0, 10.0
18.23129572186134, 5.219712556927135, 10.0, 10.0
18.289375122586478, 5.784397955688957, 10.0, 10.0
18.172423927850094, 6.3398844401448, 10.0, 10.0
17.89159142955351, 6.833215894913173, 10.0, 10.0
17.473650193004516, 7.217361621370305, 10.0, 10.0
16.958443751690755, 7.455699908668436, 10.0, 10.0
16.408603673103848, 7.596833548680042, 10.0, 10.0
15.855992001434107, 7.72669176635514, 10.0, 10.0
15.303046353318827, 7.8551204492641835, 10.0, 10.0
14.75005180907234, 7.983338429270901, 10.0, 10.0
14.197057264825856, 8.11155640927763, 10.0, 10.0
13.64406272057937, 8.23977438928435, 10.0, 10.0
13.091068176332886, 8.367992369291068, 10.0, 10.0
12.538073632086402, 8.496210349297787, 10.0, 10.0
11.985079087839916, 8.624428329304505, 10.0, 10.0
11.432084543593419, 8.752646309311222, 10.0, 10.0
10.879089999346935, 8.880864289317941, 10.0, 10.0
10.32609545510045, 9.00908226932467, 10.0, 10.0
9.773100910853964, 9.137300249331389, 10.0, 10.0
9.22010636660748, 9.265518229338108, 10.0, 10.0
8.667111822360983, 9.393736209344826, 10.0, 10.0
8.114117278114497, 9.521954189351545, 10.0, 10.0
7.561122733868013, 9.650172169358264, 10.0, 10.0
7.0081281896215275, 9.77839014936498, 10.0, 10.0
6.455133645375042, 9.9066081293717, 10.0, 10.0
5.902139101128558, 10.034826109378418, 10.0, 10.0
5.349144556882073, 10.163044089385147, 10.0, 10.0
4.796150012635588, 10.291262069391866, 10.0, 10.0
4.243155468389102, 10.419480049398585, 10.0, 10.0
3.690160924142617, 10.547698029405304, 10.0, 10.0
3.1371663798961325, 10.67591600941202, 10.0, 10.0
2.5841718356496473, 10.80413398941874, 10.0, 10.0
2.031177291403162, 10.932351969425458, 10.0, 10.0
1.4781827471566658, 11.060569949432187, 10.0, 10.0
0.9251882029101808, 11.188787929438906, 10.0, 10.0
0.37219365866369575, 11.317005909445625, 10.0, 10.0
-0.1808008855827893, 11.445223889452343, 10.0, 10.0
-0.7337954298292744, 11.57344186945906, 10.0, 10.0
-1.2867899740757593, 11.701659849465779, 10.0, 10.0
-1.8397845183222445, 11.829877829472498, 10.0, 10.0
-2.392779062568741, 11.958095809479227, 10.0, 10.0
-2.945773606815226, 12.086313789485946, 10.0, 10.0
-3.498768151061711, 12.214531769492664, 10.0, 10.0
-4.051762695308196, 12.342749749499383, 10.0, 10.0
-4.604757239554681, 12.4709677295061, 10.0, 10.0
-5.157751783801166, 12.599185709512819, 10.0, 10.0
-5.710746328047652, 12.727403689519537, 10.0, 10.0
-6.263740872294136, 12.855621669526256, 10.0, 10.0
-6.816735416540621, 12.983839649532975, 10.0, 10.0
-7.369729960787106, 13.112057629539704, 10.0, 10.0
-7.9348746097838445, 13.165483672568753, 10.0, 10.0
-8.502538941065826, 13.165636491275377, 10.0, 10.0
-9.06893790143846, 13.127754647970228, 10.0, 10.0
-9.632810261038538, 13.06225061418283, 10.0, 10.0
-10.193916911666566, 12.97621490657038, 10.0, 10.0
-10.75239834941172, 12.874522723697334, 10.0, 10.0
-11.308508622156626, 12.760574573598383, 10.0, 10.0
-11.862509847136739, 12.636778535358388, 10.0, 10.0
-12.414634156607475, 12.504863550406544, 10.0, 10.0
-12.965073250756314, 12.366084517422491, 10.0, 10.0
-13.513978586811044, 12.221358056766446, 10.0, 10.0
-14.061465032772464, 12.071353364000135, 10.0, 10.0
-14.607615023802026, 11.916553481371654, 10.0, 10.0
-15.15248205410348, 11.757296658428771, 10.0, 10.0
-15.696093077658645, 11.59380393249674, 10.0, 10.0
-16.238449665514548, 11.426196808624622, 10.0, 10.0
-16.80608405164503, 11.432029479166642, 10.0, 10.0
-17.34488202645619, 11.610745898957266, 10.0, 10.0
-17.803478437923907, 11.945308520528052, 10.0, 10.0
-18.138559427232963, 12.403526314777736, 10.0, 10.0
-18.375831969848814, 12.919224440510215, 10.0, 10.0
-18.548063218653095, 13.46013035959291, 10.0, 10.0
-18.679026792833703, 14.012481116450562, 10.0, 10.0
-18.783737909417596, 14.570404407259566, 10.0, 10.0
-18.871402747073365, 15.131258838107858, 10.0, 10.0
-18.94769964077466, 15.693772482720073, 10.0, 10.0
-19.016195199556886, 16.257289274653107, 10.0, 10.0
-19.07917970711394, 16.821448621089186, 10.0, 10.0
-19.138157855604504, 17.386040858340102, 10.0, 10.0
-19.19414043659803, 17.950937987903256, 10.0, 10.0
-19.247820801661966, 18.516058536786403, 10.0, 10.0
-19.299683712828585, 19.08134877622868, 10.0, 10.0
-19.350073818429685, 19.646772204838506, 10.0, 10.0
-19.399239551411014, 20.212303412698688, 10.0, 10.0
-19.44736176819821, 20.777924371128332, 10.0, 10.0
-19.494572721467268, 21.343622119271988, 10.0, 10.0
-19.54096878180928, 21.90938728429024, 10.0, 10.0
-19.58661902565193, 22.475213115797143, 10.0, 10.0
-19.631571018540047, 23.04109484787442, 10.0, 10.0
-19.675854633489095, 23.60702927677093, 10.0, 10.0
-19.719484432101883, 24.17301448597378, 10.0, 10.0
-19.89150432052405, 24.713987659385005, 10.0, 10.0
-20.198555195678587, 25.19144192570819, 10.0, 10.0
-20.62904120615411, 25.561475182522027, 10.0, 10.0
-21.14973037057595, 25.787584913442817, 10.0, 10.0
-21.713446137202652, 25.854423157134917, 10.0, 10.0
-22.275051127479983, 25.77170283763007, 10.0, 10.0
-22.803934230641797, 25.56548576861464, 10.0, 10.0
-23.285959729543972, 25.26566209581428, 10.0, 10.0
-23.718509399014398, 24.898043271752712, 10.0, 10.0
-24.10477802763636, 24.482063268740678, 10.0, 10.0
-24.449999010986147, 24.03143560756309, 10.0, 10.0
-24.759550355024132, 23.555598679858164, 10.0, 10.0
-25.038196394217966, 23.061028966668022, 10.0, 10.0
-25.289881373713303, 22.5522092663224, 10.0, 10.0
-25.51775157916748, 22.032288132082165, 10.0, 10.0
-25.72425312827933, 21.503516038853146, 10.0, 10.0
-25.911240530864088, 20.967532337946132, 10.0, 10.0
-26.080071698790206, 20.425555536689757, 10.0, 10.0
-26.23168233891629, 19.87851163519378, 10.0, 10.0
-26.345851147624234, 19.32244662147543, 10.0, 10.0
-26.43432553514706, 18.761719326691374, 10.0, 10.0
-26.504797094563088, 18.198446235130216, 10.0, 10.0
-26.562334716843306, 17.633705375632946, 10.0, 10.0
-26.610329916063247, 17.068073625096243, 10.0, 10.0
-26.651093122608803, 16.501874740113664, 10.0, 10.0
-26.686227242354608, 15.935298699327376, 10.0, 10.0
-26.71686346135692, 15.368461651800812, 10.0, 10.0
-26.7438120804508, 14.801437324022624, 10.0, 10.0
-26.767660462318624, 14.23427414552311, 10.0, 10.0
-26.788837583929947, 13.66700494498104, 10.0, 10.0
-26.807657136658232, 13.09965263750491, 10.0, 10.0
-26.824346574750578, 12.532233674991716, 10.0, 10.0
-26.83906675108546, 11.964760210614697, 10.0, 10.0
-26.851925072891586, 11.397241506144344, 10.0, 10.0
-26.862984033765578, 10.829684887164554, 10.0, 10.0
-26.872266279737836, 10.26209643038174, 10.0, 10.0
-26.94505359307886, 9.699117902034534, 10.0, 10.0
-27.083098227841017, 9.148494169185353, 10.0, 10.0
-27.287656288894226, 8.618967195347825, 10.0, 10.0
-27.625011892162178, 8.162421454696238, 10.0, 10.0
-28.05139695684555, 7.787670079811057, 10.0, 10.0
-28.533062753793082, 7.487268887379532, 10.0, 10.0
-29.04803870369946, 7.248432986850725, 10.0, 10.0
-29.583068429502035, 7.058733200685828, 10.0, 10.0
-30.13033983656542, 6.9079458558115165, 10.0, 10.0
-30.68523015296577, 6.788197982642481, 10.0, 10.0
-31.24495404502834, 6.6935830735757635, 10.0, 10.0
-31.80779086979034, 6.619708009750326, 10.0, 10.0
-32.37264666528768, 6.563309901125575, 10.0, 10.0
-32.93880336390763, 6.52196490177684, 10.0, 10.0
-33.50577237524357, 6.493876531440941, 10.0, 10.0
-34.07320690390575, 6.477724997603156, 10.0, 10.0
-34.640847770513936, 6.472561382620217, 10.0, 10.0
-35.194368521595074, 6.346634441555358, 10.0, 10.0
-35.70269231850079, 6.0939493928034665, 10.0, 10.0
-36.13071984848461, 5.721075084303499, 10.0, 10.0
-36.4467897343103, 5.249542854612338, 10.0, 10.0
-36.63114284012778, 4.712647381788412, 10.0, 10.0
-36.6804563895572, 4.147129044149341, 10.0, 10.0
-36.60577223309084, 3.5843990083983672, 10.0, 10.0
-36.42611221693962, 3.0459149371762693, 10.0, 10.0
-36.16216104063327, 2.543348928685964, 10.0, 10.0
-35.83245686945851, 2.081247234387678, 10.0, 10.0
-35.452021816639956, 1.6599255200762402, 10.0, 10.0
-35.03240409800542, 1.277611792136304, 10.0, 10.0
-34.58226512886977, 0.9317538374368667, 10.0, 10.0
-34.10805119172761, 0.6197218548076648, 10.0, 10.0
-33.61457346303555, 0.3391464680605168, 10.0, 10.0
-33.10545825954576, 0.08805977797333071, 10.0, 10.0
-32.583481125072524, -0.13506056500437466, 10.0, 10.0
-32.068592266480906, -0.3740841614579495, 10.0, 10.0
-31.56017338366962, -0.6265778365555832, 10.0, 10.0
-31.05772912000239, -0.8907606866258959, 10.0, 10.0
-30.560884902802453, -1.1653306052229027, 10.0, 10.0
-30.069379144039647, -1.4493462834281503, 10.0, 10.0
-29.58305564454155, -1.7421470180571932, 10.0, 10.0
-29.101858786226526, -2.043298806879915, 10.0, 10.0
-28.625832757898333, -2.352559274313876, 10.0, 10.0
-28.15512564709843, -2.6698566619580166, 10.0, 10.0
-27.803649772321563, -3.115622885233421, 10.0, 10.0
-27.604912334011544, -3.6473617750819587, 10.0, 10.0
-27.569852821838772, -4.213942437450157, 10.0, 10.0
-27.627788999925937, -4.778642548688004, 10.0, 10.0
-27.734816451407973, -5.33612612781177, 10.0, 10.0
-27.868109000743562, -5.887919488278351, 10.0, 10.0
-28.015954265775395, -6.4359930179904214, 10.0, 10.0
-28.172175858181255, -6.981738041265544, 10.0, 10.0
-28.333401090031657, -7.526025870431477, 10.0, 10.0
-28.497723348078598, -8.069386719107326, 10.0, 10.0
-28.66402883301962, -8.612143848993169, 10.0, 10.0
-28.831646491123607, -9.154497181291509, 10.0, 10.0
-29.000160118228663, -9.696572797643405, 10.0, 10.0
-29.169304445525995, -10.238451947368242, 10.0, 10.0
-29.33890603676979, -10.78018815310952, 10.0, 10.0
-29.508848776254496, -11.32181743745428, 10.0, 10.0
-29.679053211181824, -11.863364542233223, 10.0, 10.0
-29.849463895740826, -12.404846781047679, 10.0, 10.0
-30.020041466692074, -12.946276470528922, 10.0, 10.0
-30.190619037643327, -13.487706160010163, 10.0, 10.0
-30.36119660859457, -14.029135849491405, 10.0, 10.0
-30.531774179545824, -14.570565538972648, 10.0, 10.0
-30.702351750497076, -15.11199522845389, 10.0, 10.0
-30.872929321448325, -15.653424917935139, 10.0, 10.0
-31.04350689239957, -16.19485460741638, 10.0, 10.0
-31.214084463350822, -16.736284296897622, 10.0, 10.0
