x_m, y_m
-17.9313132,-8.946076101
-17.56483754,-8.675816763
-17.1940264,-8.411714345
-16.81908491,-8.153532143
-16.44021857,-7.901033548
-16.0576327,-7.653981763
-15.67153242,-7.412140179
-15.28212322,-7.175272
-14.88961025,-6.943140798
-14.49419899,-6.715509687
-14.09609466,-6.492142056
-13.69550258,-6.272801202
-13.29262806,-6.057250513
-12.88767632,-5.845253196
-12.48085286,-5.636572729
-12.0723629,-5.430972319
-11.66241175,-5.228215264
-11.25120473,-5.02806495
-10.83894705,-4.830284768
-10.42584421,-4.634637922
-10.01210135,-4.44088771
-9.597881154,-4.248827268
-9.183204617,-4.058347735
-8.768063617,-3.869360598
-8.352449941,-3.681777434
-7.936355377,-3.495509733
-7.519771895,-3.310469072
-7.1026911,-3.12656694
-6.68510487,-2.943714913
-6.267005085,-2.761824389
-5.848383623,-2.580807129
-5.429232088,-2.400574438
-5.009542452,-2.221037894
-4.589325481,-2.042082521
-4.168803643,-1.863294867
-3.748332632,-1.684074322
-3.32827033,-1.503817267
-2.908974255,-1.321920173
-2.4908022,-1.137779603
-2.07406779,-0.950875341
-1.658600936,-0.761600401
-1.243933342,-0.570910992
-0.829592423,-0.379771446
-0.415105504,-0.189146278
